1.805000000000000000e+03,5.379000000000000000e+03,1.160000000000000000e+03
1.805000000000000000e+03,5.379000000000000000e+03,1.160000000000000000e+03
1.805000000000000000e+03,5.379000000000000000e+03,1.160000000000000000e+03
1.805000000000000000e+03,5.379000000000000000e+03,1.247000000000000000e+03
1.805000000000000000e+03,5.398000000000000000e+03,1.247000000000000000e+03
1.805000000000000000e+03,5.398000000000000000e+03,1.247000000000000000e+03
1.805000000000000000e+03,5.398000000000000000e+03,1.247000000000000000e+03
1.811000000000000000e+03,5.398000000000000000e+03,1.126000000000000000e+03
1.811000000000000000e+03,5.426000000000000000e+03,1.126000000000000000e+03
1.811000000000000000e+03,5.426000000000000000e+03,1.126000000000000000e+03
1.811000000000000000e+03,5.426000000000000000e+03,1.126000000000000000e+03
1.811000000000000000e+03,5.426000000000000000e+03,1.003000000000000000e+03
1.811000000000000000e+03,5.422000000000000000e+03,1.003000000000000000e+03
1.811000000000000000e+03,5.422000000000000000e+03,1.003000000000000000e+03
1.811000000000000000e+03,5.422000000000000000e+03,1.003000000000000000e+03
1.826000000000000000e+03,5.422000000000000000e+03,1.047000000000000000e+03
1.826000000000000000e+03,5.446000000000000000e+03,1.047000000000000000e+03
1.826000000000000000e+03,5.446000000000000000e+03,1.047000000000000000e+03
1.826000000000000000e+03,5.446000000000000000e+03,1.047000000000000000e+03
1.847000000000000000e+03,5.446000000000000000e+03,9.190000000000000000e+02
1.847000000000000000e+03,5.463000000000000000e+03,9.190000000000000000e+02
1.847000000000000000e+03,5.463000000000000000e+03,9.190000000000000000e+02
1.847000000000000000e+03,5.463000000000000000e+03,9.190000000000000000e+02
1.865000000000000000e+03,5.463000000000000000e+03,9.280000000000000000e+02
1.865000000000000000e+03,5.499000000000000000e+03,9.280000000000000000e+02
1.865000000000000000e+03,5.499000000000000000e+03,9.280000000000000000e+02
1.865000000000000000e+03,5.499000000000000000e+03,9.280000000000000000e+02
1.875000000000000000e+03,5.499000000000000000e+03,8.600000000000000000e+02
1.875000000000000000e+03,5.514000000000000000e+03,8.600000000000000000e+02
1.875000000000000000e+03,5.514000000000000000e+03,8.600000000000000000e+02
1.875000000000000000e+03,5.514000000000000000e+03,8.600000000000000000e+02
1.873000000000000000e+03,5.514000000000000000e+03,8.770000000000000000e+02
1.873000000000000000e+03,5.527000000000000000e+03,8.770000000000000000e+02
1.873000000000000000e+03,5.527000000000000000e+03,8.770000000000000000e+02
1.873000000000000000e+03,5.527000000000000000e+03,8.770000000000000000e+02
1.873000000000000000e+03,5.527000000000000000e+03,8.230000000000000000e+02
1.873000000000000000e+03,5.527000000000000000e+03,8.230000000000000000e+02
1.873000000000000000e+03,5.527000000000000000e+03,8.230000000000000000e+02
1.873000000000000000e+03,5.527000000000000000e+03,8.230000000000000000e+02
1.877000000000000000e+03,5.527000000000000000e+03,6.850000000000000000e+02
1.877000000000000000e+03,5.546000000000000000e+03,6.850000000000000000e+02
1.877000000000000000e+03,5.546000000000000000e+03,6.850000000000000000e+02
1.877000000000000000e+03,5.546000000000000000e+03,6.850000000000000000e+02
1.909000000000000000e+03,5.546000000000000000e+03,4.790000000000000000e+02
1.909000000000000000e+03,5.569000000000000000e+03,4.790000000000000000e+02
1.909000000000000000e+03,5.569000000000000000e+03,4.790000000000000000e+02
1.909000000000000000e+03,5.569000000000000000e+03,4.790000000000000000e+02
1.910000000000000000e+03,5.569000000000000000e+03,6.040000000000000000e+02
1.910000000000000000e+03,5.577000000000000000e+03,6.040000000000000000e+02
1.910000000000000000e+03,5.577000000000000000e+03,6.040000000000000000e+02
1.910000000000000000e+03,5.577000000000000000e+03,6.040000000000000000e+02
1.934000000000000000e+03,5.577000000000000000e+03,4.230000000000000000e+02
1.934000000000000000e+03,5.607000000000000000e+03,4.230000000000000000e+02
1.934000000000000000e+03,5.607000000000000000e+03,4.230000000000000000e+02
1.934000000000000000e+03,5.607000000000000000e+03,4.230000000000000000e+02
1.940000000000000000e+03,5.607000000000000000e+03,5.130000000000000000e+02
1.940000000000000000e+03,5.639000000000000000e+03,5.130000000000000000e+02
1.940000000000000000e+03,5.639000000000000000e+03,5.130000000000000000e+02
1.940000000000000000e+03,5.639000000000000000e+03,5.130000000000000000e+02
1.974000000000000000e+03,5.639000000000000000e+03,5.920000000000000000e+02
1.974000000000000000e+03,5.666000000000000000e+03,5.920000000000000000e+02
1.974000000000000000e+03,5.666000000000000000e+03,5.920000000000000000e+02
1.974000000000000000e+03,5.666000000000000000e+03,5.920000000000000000e+02
1.990000000000000000e+03,5.666000000000000000e+03,3.110000000000000000e+02
1.990000000000000000e+03,5.693000000000000000e+03,3.110000000000000000e+02
1.990000000000000000e+03,5.693000000000000000e+03,3.110000000000000000e+02
1.990000000000000000e+03,5.693000000000000000e+03,3.110000000000000000e+02
2.009000000000000000e+03,5.693000000000000000e+03,5.640000000000000000e+02
2.009000000000000000e+03,5.722000000000000000e+03,5.640000000000000000e+02
2.009000000000000000e+03,5.722000000000000000e+03,5.640000000000000000e+02
2.009000000000000000e+03,5.722000000000000000e+03,5.640000000000000000e+02
1.993000000000000000e+03,5.722000000000000000e+03,3.870000000000000000e+02
1.993000000000000000e+03,5.719000000000000000e+03,3.870000000000000000e+02
1.993000000000000000e+03,5.719000000000000000e+03,3.870000000000000000e+02
1.993000000000000000e+03,5.719000000000000000e+03,3.870000000000000000e+02
2.010000000000000000e+03,5.719000000000000000e+03,3.980000000000000000e+02
2.010000000000000000e+03,5.730000000000000000e+03,3.980000000000000000e+02
2.010000000000000000e+03,5.730000000000000000e+03,3.980000000000000000e+02
2.010000000000000000e+03,5.730000000000000000e+03,3.980000000000000000e+02
2.016000000000000000e+03,5.730000000000000000e+03,4.600000000000000000e+02
2.016000000000000000e+03,5.758000000000000000e+03,4.600000000000000000e+02
2.016000000000000000e+03,5.758000000000000000e+03,4.600000000000000000e+02
2.016000000000000000e+03,5.758000000000000000e+03,4.600000000000000000e+02
2.024000000000000000e+03,5.758000000000000000e+03,4.910000000000000000e+02
2.024000000000000000e+03,5.763000000000000000e+03,4.910000000000000000e+02
2.024000000000000000e+03,5.763000000000000000e+03,4.910000000000000000e+02
2.024000000000000000e+03,5.763000000000000000e+03,4.910000000000000000e+02
2.026000000000000000e+03,5.763000000000000000e+03,5.130000000000000000e+02
